"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"12.04.2018 13:00 - 12.04.2018 13:15","n/e","n/e"
"12.04.2018 13:15 - 12.04.2018 13:30","n/e","n/e"
"12.04.2018 13:30 - 12.04.2018 13:45","n/e","n/e"
"12.04.2018 13:45 - 12.04.2018 14:00","n/e","n/e"
"12.04.2018 14:00 - 12.04.2018 14:15","n/e","n/e"
"12.04.2018 14:15 - 12.04.2018 14:30","n/e","n/e"
"12.04.2018 14:30 - 12.04.2018 14:45","n/e","n/e"
"12.04.2018 14:45 - 12.04.2018 15:00","n/e","n/e"
"12.04.2018 15:00 - 12.04.2018 15:15","n/e","n/e"
"12.04.2018 15:15 - 12.04.2018 15:30","n/e","n/e"
"12.04.2018 15:30 - 12.04.2018 15:45","n/e","n/e"
"12.04.2018 15:45 - 12.04.2018 16:00","n/e","n/e"
"12.04.2018 16:00 - 12.04.2018 16:15","n/e","n/e"
"12.04.2018 16:15 - 12.04.2018 16:30","n/e","n/e"
"12.04.2018 16:30 - 12.04.2018 16:45","n/e","n/e"
"12.04.2018 16:45 - 12.04.2018 17:00","n/e","n/e"
"12.04.2018 17:00 - 12.04.2018 17:15","n/e","n/e"
"12.04.2018 17:15 - 12.04.2018 17:30","n/e","n/e"
"12.04.2018 17:30 - 12.04.2018 17:45","n/e","n/e"
"12.04.2018 17:45 - 12.04.2018 18:00","n/e","n/e"
"12.04.2018 18:00 - 12.04.2018 18:15","n/e","n/e"
"12.04.2018 18:15 - 12.04.2018 18:30","n/e","n/e"
"12.04.2018 18:30 - 12.04.2018 18:45","n/e","n/e"
"12.04.2018 18:45 - 12.04.2018 19:00","n/e","n/e"
"12.04.2018 19:00 - 12.04.2018 19:15","n/e","n/e"
"12.04.2018 19:15 - 12.04.2018 19:30","n/e","n/e"
"12.04.2018 19:30 - 12.04.2018 19:45","n/e","n/e"
"12.04.2018 19:45 - 12.04.2018 20:00","n/e","n/e"
"12.04.2018 20:00 - 12.04.2018 20:15","n/e","n/e"
"12.04.2018 20:15 - 12.04.2018 20:30","n/e","n/e"
"12.04.2018 20:30 - 12.04.2018 20:45","n/e","n/e"
"12.04.2018 20:45 - 12.04.2018 21:00","n/e","n/e"
"12.04.2018 21:00 - 12.04.2018 21:15","n/e","n/e"
"12.04.2018 21:15 - 12.04.2018 21:30","n/e","n/e"
"12.04.2018 21:30 - 12.04.2018 21:45","n/e","n/e"
"12.04.2018 21:45 - 12.04.2018 22:00","n/e","n/e"
"12.04.2018 22:00 - 12.04.2018 22:15","n/e","n/e"
"12.04.2018 22:15 - 12.04.2018 22:30","n/e","n/e"
"12.04.2018 22:30 - 12.04.2018 22:45","n/e","n/e"
"12.04.2018 22:45 - 12.04.2018 23:00","n/e","n/e"
"12.04.2018 23:00 - 12.04.2018 23:15","n/e","n/e"
"12.04.2018 23:15 - 12.04.2018 23:30","n/e","n/e"
"12.04.2018 23:30 - 12.04.2018 23:45","n/e","n/e"
"12.04.2018 23:45 - 13.04.2018 00:00","n/e","n/e"
"13.04.2018 00:00 - 13.04.2018 00:15","n/e","n/e"
"13.04.2018 00:15 - 13.04.2018 00:30","n/e","n/e"
"13.04.2018 00:30 - 13.04.2018 00:45","n/e","n/e"
"13.04.2018 00:45 - 13.04.2018 01:00","n/e","n/e"
"13.04.2018 01:00 - 13.04.2018 01:15","n/e","n/e"
"13.04.2018 01:15 - 13.04.2018 01:30","n/e","n/e"
"13.04.2018 01:30 - 13.04.2018 01:45","n/e","n/e"
"13.04.2018 01:45 - 13.04.2018 02:00","n/e","n/e"
"13.04.2018 02:00 - 13.04.2018 02:15","n/e","n/e"
"13.04.2018 02:15 - 13.04.2018 02:30","n/e","n/e"
"13.04.2018 02:30 - 13.04.2018 02:45","n/e","n/e"
"13.04.2018 02:45 - 13.04.2018 03:00","n/e","n/e"
"13.04.2018 03:00 - 13.04.2018 03:15","n/e","n/e"
"13.04.2018 03:15 - 13.04.2018 03:30","n/e","n/e"
"13.04.2018 03:30 - 13.04.2018 03:45","n/e","n/e"
"13.04.2018 03:45 - 13.04.2018 04:00","n/e","n/e"
"13.04.2018 04:00 - 13.04.2018 04:15","n/e","n/e"
"13.04.2018 04:15 - 13.04.2018 04:30","n/e","n/e"
"13.04.2018 04:30 - 13.04.2018 04:45","n/e","n/e"
"13.04.2018 04:45 - 13.04.2018 05:00","n/e","n/e"
"13.04.2018 05:00 - 13.04.2018 05:15","n/e","n/e"
"13.04.2018 05:15 - 13.04.2018 05:30","n/e","n/e"
"13.04.2018 05:30 - 13.04.2018 05:45","n/e","n/e"
"13.04.2018 05:45 - 13.04.2018 06:00","n/e","n/e"
"13.04.2018 06:00 - 13.04.2018 06:15","n/e","n/e"
"13.04.2018 06:15 - 13.04.2018 06:30","n/e","n/e"
"13.04.2018 06:30 - 13.04.2018 06:45","n/e","n/e"
"13.04.2018 06:45 - 13.04.2018 07:00","n/e","n/e"
"13.04.2018 07:00 - 13.04.2018 07:15","n/e","n/e"
"13.04.2018 07:15 - 13.04.2018 07:30","n/e","n/e"
"13.04.2018 07:30 - 13.04.2018 07:45","n/e","n/e"
"13.04.2018 07:45 - 13.04.2018 08:00","n/e","n/e"
"13.04.2018 08:00 - 13.04.2018 08:15","n/e","n/e"
"13.04.2018 08:15 - 13.04.2018 08:30","n/e","n/e"
"13.04.2018 08:30 - 13.04.2018 08:45","n/e","n/e"
"13.04.2018 08:45 - 13.04.2018 09:00","n/e","n/e"
"13.04.2018 09:00 - 13.04.2018 09:15","n/e","n/e"
"13.04.2018 09:15 - 13.04.2018 09:30","n/e","n/e"
"13.04.2018 09:30 - 13.04.2018 09:45","n/e","n/e"
"13.04.2018 09:45 - 13.04.2018 10:00","n/e","n/e"
"13.04.2018 10:00 - 13.04.2018 10:15","n/e","n/e"
"13.04.2018 10:15 - 13.04.2018 10:30","n/e","n/e"
"13.04.2018 10:30 - 13.04.2018 10:45","n/e","n/e"
"13.04.2018 10:45 - 13.04.2018 11:00","n/e","n/e"
"13.04.2018 11:00 - 13.04.2018 11:15","n/e","n/e"
"13.04.2018 11:15 - 13.04.2018 11:30","n/e","n/e"
"13.04.2018 11:30 - 13.04.2018 11:45","n/e","n/e"
"13.04.2018 11:45 - 13.04.2018 12:00","n/e","n/e"
"13.04.2018 12:00 - 13.04.2018 12:15","n/e","n/e"
"13.04.2018 12:15 - 13.04.2018 12:30","n/e","n/e"
"13.04.2018 12:30 - 13.04.2018 12:45","n/e","n/e"
"13.04.2018 12:45 - 13.04.2018 13:00","n/e","n/e"
"13.04.2018 13:00 - 13.04.2018 13:15","n/e","n/e"
"13.04.2018 13:15 - 13.04.2018 13:30","n/e","n/e"
"13.04.2018 13:30 - 13.04.2018 13:45","n/e","n/e"
"13.04.2018 13:45 - 13.04.2018 14:00","n/e","n/e"
"13.04.2018 14:00 - 13.04.2018 14:15","n/e","n/e"
"13.04.2018 14:15 - 13.04.2018 14:30","n/e","n/e"
"13.04.2018 14:30 - 13.04.2018 14:45","n/e","n/e"
"13.04.2018 14:45 - 13.04.2018 15:00","n/e","n/e"
"13.04.2018 15:00 - 13.04.2018 15:15","n/e","n/e"
"13.04.2018 15:15 - 13.04.2018 15:30","n/e","n/e"
"13.04.2018 15:30 - 13.04.2018 15:45","n/e","n/e"
"13.04.2018 15:45 - 13.04.2018 16:00","n/e","n/e"
"13.04.2018 16:00 - 13.04.2018 16:15","n/e","n/e"
"13.04.2018 16:15 - 13.04.2018 16:30","n/e","n/e"
"13.04.2018 16:30 - 13.04.2018 16:45","n/e","n/e"
"13.04.2018 16:45 - 13.04.2018 17:00","n/e","n/e"
"13.04.2018 17:00 - 13.04.2018 17:15","n/e","n/e"
"13.04.2018 17:15 - 13.04.2018 17:30","n/e","n/e"
"13.04.2018 17:30 - 13.04.2018 17:45","n/e","n/e"
"13.04.2018 17:45 - 13.04.2018 18:00","n/e","n/e"
"13.04.2018 18:00 - 13.04.2018 18:15","n/e","n/e"
"13.04.2018 18:15 - 13.04.2018 18:30","n/e","n/e"
"13.04.2018 18:30 - 13.04.2018 18:45","n/e","n/e"
"13.04.2018 18:45 - 13.04.2018 19:00","n/e","n/e"
"13.04.2018 19:00 - 13.04.2018 19:15","n/e","n/e"
"13.04.2018 19:15 - 13.04.2018 19:30","n/e","n/e"
"13.04.2018 19:30 - 13.04.2018 19:45","n/e","n/e"
"13.04.2018 19:45 - 13.04.2018 20:00","n/e","n/e"
"13.04.2018 20:00 - 13.04.2018 20:15","n/e","n/e"
"13.04.2018 20:15 - 13.04.2018 20:30","n/e","n/e"
"13.04.2018 20:30 - 13.04.2018 20:45","n/e","n/e"
"13.04.2018 20:45 - 13.04.2018 21:00","n/e","n/e"
"13.04.2018 21:00 - 13.04.2018 21:15","n/e","n/e"
"13.04.2018 21:15 - 13.04.2018 21:30","n/e","n/e"
"13.04.2018 21:30 - 13.04.2018 21:45","n/e","n/e"
"13.04.2018 21:45 - 13.04.2018 22:00","n/e","n/e"
"13.04.2018 22:00 - 13.04.2018 22:15","n/e","n/e"
"13.04.2018 22:15 - 13.04.2018 22:30","n/e","n/e"
"13.04.2018 22:30 - 13.04.2018 22:45","n/e","n/e"
"13.04.2018 22:45 - 13.04.2018 23:00","n/e","n/e"
"13.04.2018 23:00 - 13.04.2018 23:15","n/e","n/e"
"13.04.2018 23:15 - 13.04.2018 23:30","n/e","n/e"
"13.04.2018 23:30 - 13.04.2018 23:45","n/e","n/e"
"13.04.2018 23:45 - 14.04.2018 00:00","n/e","n/e"
"14.04.2018 00:00 - 14.04.2018 00:15","n/e","n/e"
"14.04.2018 00:15 - 14.04.2018 00:30","n/e","n/e"
"14.04.2018 00:30 - 14.04.2018 00:45","n/e","n/e"
"14.04.2018 00:45 - 14.04.2018 01:00","n/e","n/e"
"14.04.2018 01:00 - 14.04.2018 01:15","n/e","n/e"
"14.04.2018 01:15 - 14.04.2018 01:30","n/e","n/e"
"14.04.2018 01:30 - 14.04.2018 01:45","n/e","n/e"
"14.04.2018 01:45 - 14.04.2018 02:00","n/e","n/e"
"14.04.2018 02:00 - 14.04.2018 02:15","n/e","n/e"
"14.04.2018 02:15 - 14.04.2018 02:30","n/e","n/e"
"14.04.2018 02:30 - 14.04.2018 02:45","n/e","n/e"
"14.04.2018 02:45 - 14.04.2018 03:00","n/e","n/e"
"14.04.2018 03:00 - 14.04.2018 03:15","n/e","n/e"
"14.04.2018 03:15 - 14.04.2018 03:30","n/e","n/e"
"14.04.2018 03:30 - 14.04.2018 03:45","n/e","n/e"
"14.04.2018 03:45 - 14.04.2018 04:00","n/e","n/e"
"14.04.2018 04:00 - 14.04.2018 04:15","n/e","n/e"
"14.04.2018 04:15 - 14.04.2018 04:30","n/e","n/e"
"14.04.2018 04:30 - 14.04.2018 04:45","n/e","n/e"
"14.04.2018 04:45 - 14.04.2018 05:00","n/e","n/e"
"14.04.2018 05:00 - 14.04.2018 05:15","n/e","n/e"
"14.04.2018 05:15 - 14.04.2018 05:30","n/e","n/e"
"14.04.2018 05:30 - 14.04.2018 05:45","n/e","n/e"
"14.04.2018 05:45 - 14.04.2018 06:00","n/e","n/e"
"14.04.2018 06:00 - 14.04.2018 06:15","n/e","n/e"
"14.04.2018 06:15 - 14.04.2018 06:30","n/e","n/e"
"14.04.2018 06:30 - 14.04.2018 06:45","n/e","n/e"
"14.04.2018 06:45 - 14.04.2018 07:00","n/e","n/e"
"14.04.2018 07:00 - 14.04.2018 07:15","n/e","n/e"
"14.04.2018 07:15 - 14.04.2018 07:30","n/e","n/e"
"14.04.2018 07:30 - 14.04.2018 07:45","n/e","n/e"
"14.04.2018 07:45 - 14.04.2018 08:00","n/e","n/e"
"14.04.2018 08:00 - 14.04.2018 08:15","n/e","n/e"
"14.04.2018 08:15 - 14.04.2018 08:30","n/e","n/e"
"14.04.2018 08:30 - 14.04.2018 08:45","n/e","n/e"
"14.04.2018 08:45 - 14.04.2018 09:00","n/e","n/e"
"14.04.2018 09:00 - 14.04.2018 09:15","n/e","n/e"
"14.04.2018 09:15 - 14.04.2018 09:30","n/e","n/e"
"14.04.2018 09:30 - 14.04.2018 09:45","n/e","n/e"
"14.04.2018 09:45 - 14.04.2018 10:00","n/e","n/e"
"14.04.2018 10:00 - 14.04.2018 10:15","n/e","n/e"
"14.04.2018 10:15 - 14.04.2018 10:30","n/e","n/e"
"14.04.2018 10:30 - 14.04.2018 10:45","n/e","n/e"
"14.04.2018 10:45 - 14.04.2018 11:00","n/e","n/e"
"14.04.2018 11:00 - 14.04.2018 11:15","n/e","n/e"
"14.04.2018 11:15 - 14.04.2018 11:30","n/e","n/e"
"14.04.2018 11:30 - 14.04.2018 11:45","n/e","n/e"
"14.04.2018 11:45 - 14.04.2018 12:00","n/e","n/e"
"14.04.2018 12:00 - 14.04.2018 12:15","n/e","n/e"
"14.04.2018 12:15 - 14.04.2018 12:30","n/e","n/e"
"14.04.2018 12:30 - 14.04.2018 12:45","n/e","n/e"
"14.04.2018 12:45 - 14.04.2018 13:00","n/e","n/e"
"14.04.2018 13:00 - 14.04.2018 13:15","n/e","n/e"
"14.04.2018 13:15 - 14.04.2018 13:30","n/e","n/e"
"14.04.2018 13:30 - 14.04.2018 13:45","n/e","n/e"
"14.04.2018 13:45 - 14.04.2018 14:00","n/e","n/e"
"14.04.2018 14:00 - 14.04.2018 14:15","n/e","n/e"
"14.04.2018 14:15 - 14.04.2018 14:30","n/e","n/e"
"14.04.2018 14:30 - 14.04.2018 14:45","n/e","n/e"
"14.04.2018 14:45 - 14.04.2018 15:00","n/e","n/e"
"14.04.2018 15:00 - 14.04.2018 15:15","n/e","n/e"
"14.04.2018 15:15 - 14.04.2018 15:30","n/e","n/e"
"14.04.2018 15:30 - 14.04.2018 15:45","n/e","n/e"
"14.04.2018 15:45 - 14.04.2018 16:00","n/e","n/e"
"14.04.2018 16:00 - 14.04.2018 16:15","n/e","n/e"
"14.04.2018 16:15 - 14.04.2018 16:30","n/e","n/e"
"14.04.2018 16:30 - 14.04.2018 16:45","n/e","n/e"
"14.04.2018 16:45 - 14.04.2018 17:00","n/e","n/e"
"14.04.2018 17:00 - 14.04.2018 17:15","n/e","n/e"
"14.04.2018 17:15 - 14.04.2018 17:30","n/e","n/e"
"14.04.2018 17:30 - 14.04.2018 17:45","n/e","n/e"
"14.04.2018 17:45 - 14.04.2018 18:00","n/e","n/e"
"14.04.2018 18:00 - 14.04.2018 18:15","n/e","n/e"
"14.04.2018 18:15 - 14.04.2018 18:30","n/e","n/e"
"14.04.2018 18:30 - 14.04.2018 18:45","n/e","n/e"
"14.04.2018 18:45 - 14.04.2018 19:00","n/e","n/e"
"14.04.2018 19:00 - 14.04.2018 19:15","n/e","n/e"
"14.04.2018 19:15 - 14.04.2018 19:30","n/e","n/e"
"14.04.2018 19:30 - 14.04.2018 19:45","n/e","n/e"
"14.04.2018 19:45 - 14.04.2018 20:00","n/e","n/e"
"14.04.2018 20:00 - 14.04.2018 20:15","n/e","n/e"
"14.04.2018 20:15 - 14.04.2018 20:30","n/e","n/e"
"14.04.2018 20:30 - 14.04.2018 20:45","n/e","n/e"
"14.04.2018 20:45 - 14.04.2018 21:00","n/e","n/e"
"14.04.2018 21:00 - 14.04.2018 21:15","n/e","n/e"
"14.04.2018 21:15 - 14.04.2018 21:30","n/e","n/e"
"14.04.2018 21:30 - 14.04.2018 21:45","n/e","n/e"
"14.04.2018 21:45 - 14.04.2018 22:00","n/e","n/e"
"14.04.2018 22:00 - 14.04.2018 22:15","n/e","n/e"
"14.04.2018 22:15 - 14.04.2018 22:30","n/e","n/e"
"14.04.2018 22:30 - 14.04.2018 22:45","n/e","n/e"
"14.04.2018 22:45 - 14.04.2018 23:00","n/e","n/e"
"14.04.2018 23:00 - 14.04.2018 23:15","n/e","n/e"
"14.04.2018 23:15 - 14.04.2018 23:30","n/e","n/e"
"14.04.2018 23:30 - 14.04.2018 23:45","n/e","n/e"
"14.04.2018 23:45 - 15.04.2018 00:00","n/e","n/e"
"15.04.2018 00:00 - 15.04.2018 00:15","n/e","n/e"
"15.04.2018 00:15 - 15.04.2018 00:30","n/e","n/e"
"15.04.2018 00:30 - 15.04.2018 00:45","n/e","n/e"
"15.04.2018 00:45 - 15.04.2018 01:00","n/e","n/e"
"15.04.2018 01:00 - 15.04.2018 01:15","n/e","n/e"
"15.04.2018 01:15 - 15.04.2018 01:30","n/e","n/e"
"15.04.2018 01:30 - 15.04.2018 01:45","n/e","n/e"
"15.04.2018 01:45 - 15.04.2018 02:00","n/e","n/e"
"15.04.2018 02:00 - 15.04.2018 02:15","n/e","n/e"
"15.04.2018 02:15 - 15.04.2018 02:30","n/e","n/e"
"15.04.2018 02:30 - 15.04.2018 02:45","n/e","n/e"
"15.04.2018 02:45 - 15.04.2018 03:00","n/e","n/e"
"15.04.2018 03:00 - 15.04.2018 03:15","n/e","n/e"
"15.04.2018 03:15 - 15.04.2018 03:30","n/e","n/e"
"15.04.2018 03:30 - 15.04.2018 03:45","n/e","n/e"
"15.04.2018 03:45 - 15.04.2018 04:00","n/e","n/e"
"15.04.2018 04:00 - 15.04.2018 04:15","n/e","n/e"
"15.04.2018 04:15 - 15.04.2018 04:30","n/e","n/e"
"15.04.2018 04:30 - 15.04.2018 04:45","n/e","n/e"
"15.04.2018 04:45 - 15.04.2018 05:00","n/e","n/e"
"15.04.2018 05:00 - 15.04.2018 05:15","n/e","n/e"
"15.04.2018 05:15 - 15.04.2018 05:30","n/e","n/e"
"15.04.2018 05:30 - 15.04.2018 05:45","n/e","n/e"
"15.04.2018 05:45 - 15.04.2018 06:00","n/e","n/e"
"15.04.2018 06:00 - 15.04.2018 06:15","n/e","n/e"
"15.04.2018 06:15 - 15.04.2018 06:30","n/e","n/e"
"15.04.2018 06:30 - 15.04.2018 06:45","n/e","n/e"
"15.04.2018 06:45 - 15.04.2018 07:00","n/e","n/e"
"15.04.2018 07:00 - 15.04.2018 07:15","n/e","n/e"
"15.04.2018 07:15 - 15.04.2018 07:30","n/e","n/e"
"15.04.2018 07:30 - 15.04.2018 07:45","n/e","n/e"
"15.04.2018 07:45 - 15.04.2018 08:00","n/e","n/e"
"15.04.2018 08:00 - 15.04.2018 08:15","n/e","n/e"
"15.04.2018 08:15 - 15.04.2018 08:30","n/e","n/e"
"15.04.2018 08:30 - 15.04.2018 08:45","n/e","n/e"
"15.04.2018 08:45 - 15.04.2018 09:00","n/e","n/e"
"15.04.2018 09:00 - 15.04.2018 09:15","n/e","n/e"
"15.04.2018 09:15 - 15.04.2018 09:30","n/e","n/e"
"15.04.2018 09:30 - 15.04.2018 09:45","n/e","n/e"
"15.04.2018 09:45 - 15.04.2018 10:00","n/e","n/e"
"15.04.2018 10:00 - 15.04.2018 10:15","n/e","n/e"
"15.04.2018 10:15 - 15.04.2018 10:30","n/e","n/e"
"15.04.2018 10:30 - 15.04.2018 10:45","n/e","n/e"
"15.04.2018 10:45 - 15.04.2018 11:00","n/e","n/e"
"15.04.2018 11:00 - 15.04.2018 11:15","n/e","n/e"
"15.04.2018 11:15 - 15.04.2018 11:30","n/e","n/e"
"15.04.2018 11:30 - 15.04.2018 11:45","n/e","n/e"
"15.04.2018 11:45 - 15.04.2018 12:00","n/e","n/e"
"15.04.2018 12:00 - 15.04.2018 12:15","n/e","n/e"
"15.04.2018 12:15 - 15.04.2018 12:30","n/e","n/e"
"15.04.2018 12:30 - 15.04.2018 12:45","n/e","n/e"
"15.04.2018 12:45 - 15.04.2018 13:00","n/e","n/e"
"15.04.2018 13:00 - 15.04.2018 13:15","n/e","n/e"
"15.04.2018 13:15 - 15.04.2018 13:30","n/e","n/e"
"15.04.2018 13:30 - 15.04.2018 13:45","n/e","n/e"
"15.04.2018 13:45 - 15.04.2018 14:00","n/e","n/e"
"15.04.2018 14:00 - 15.04.2018 14:15","n/e","n/e"
"15.04.2018 14:15 - 15.04.2018 14:30","n/e","n/e"
"15.04.2018 14:30 - 15.04.2018 14:45","n/e","n/e"
"15.04.2018 14:45 - 15.04.2018 15:00","n/e","n/e"
"15.04.2018 15:00 - 15.04.2018 15:15","n/e","n/e"
"15.04.2018 15:15 - 15.04.2018 15:30","n/e","n/e"
"15.04.2018 15:30 - 15.04.2018 15:45","n/e","n/e"
"15.04.2018 15:45 - 15.04.2018 16:00","n/e","n/e"
"15.04.2018 16:00 - 15.04.2018 16:15","n/e","n/e"
"15.04.2018 16:15 - 15.04.2018 16:30","n/e","n/e"
"15.04.2018 16:30 - 15.04.2018 16:45","n/e","n/e"
"15.04.2018 16:45 - 15.04.2018 17:00","n/e","n/e"
"15.04.2018 17:00 - 15.04.2018 17:15","n/e","n/e"
"15.04.2018 17:15 - 15.04.2018 17:30","n/e","n/e"
"15.04.2018 17:30 - 15.04.2018 17:45","n/e","n/e"
"15.04.2018 17:45 - 15.04.2018 18:00","n/e","n/e"
"15.04.2018 18:00 - 15.04.2018 18:15","n/e","n/e"
"15.04.2018 18:15 - 15.04.2018 18:30","n/e","n/e"
"15.04.2018 18:30 - 15.04.2018 18:45","n/e","n/e"
"15.04.2018 18:45 - 15.04.2018 19:00","n/e","n/e"
"15.04.2018 19:00 - 15.04.2018 19:15","n/e","n/e"
"15.04.2018 19:15 - 15.04.2018 19:30","n/e","n/e"
"15.04.2018 19:30 - 15.04.2018 19:45","n/e","n/e"
"15.04.2018 19:45 - 15.04.2018 20:00","n/e","n/e"
"15.04.2018 20:00 - 15.04.2018 20:15","n/e","n/e"
"15.04.2018 20:15 - 15.04.2018 20:30","n/e","n/e"
"15.04.2018 20:30 - 15.04.2018 20:45","n/e","n/e"
"15.04.2018 20:45 - 15.04.2018 21:00","n/e","n/e"
"15.04.2018 21:00 - 15.04.2018 21:15","n/e","n/e"
"15.04.2018 21:15 - 15.04.2018 21:30","n/e","n/e"
"15.04.2018 21:30 - 15.04.2018 21:45","n/e","n/e"
"15.04.2018 21:45 - 15.04.2018 22:00","n/e","n/e"
"15.04.2018 22:00 - 15.04.2018 22:15","n/e","n/e"
"15.04.2018 22:15 - 15.04.2018 22:30","n/e","n/e"
"15.04.2018 22:30 - 15.04.2018 22:45","n/e","n/e"
"15.04.2018 22:45 - 15.04.2018 23:00","n/e","n/e"
"15.04.2018 23:00 - 15.04.2018 23:15","n/e","n/e"
"15.04.2018 23:15 - 15.04.2018 23:30","n/e","n/e"
"15.04.2018 23:30 - 15.04.2018 23:45","n/e","n/e"
"15.04.2018 23:45 - 16.04.2018 00:00","n/e","n/e"
"16.04.2018 00:00 - 16.04.2018 00:15","n/e","n/e"
"16.04.2018 00:15 - 16.04.2018 00:30","n/e","n/e"
"16.04.2018 00:30 - 16.04.2018 00:45","n/e","n/e"
"16.04.2018 00:45 - 16.04.2018 01:00","n/e","n/e"
"16.04.2018 01:00 - 16.04.2018 01:15","n/e","n/e"
"16.04.2018 01:15 - 16.04.2018 01:30","n/e","n/e"
"16.04.2018 01:30 - 16.04.2018 01:45","n/e","n/e"
"16.04.2018 01:45 - 16.04.2018 02:00","n/e","n/e"
"16.04.2018 02:00 - 16.04.2018 02:15","n/e","n/e"
"16.04.2018 02:15 - 16.04.2018 02:30","n/e","n/e"
"16.04.2018 02:30 - 16.04.2018 02:45","n/e","n/e"
"16.04.2018 02:45 - 16.04.2018 03:00","n/e","n/e"
"16.04.2018 03:00 - 16.04.2018 03:15","n/e","n/e"
"16.04.2018 03:15 - 16.04.2018 03:30","n/e","n/e"
"16.04.2018 03:30 - 16.04.2018 03:45","n/e","n/e"
"16.04.2018 03:45 - 16.04.2018 04:00","n/e","n/e"
"16.04.2018 04:00 - 16.04.2018 04:15","n/e","n/e"
"16.04.2018 04:15 - 16.04.2018 04:30","n/e","n/e"
"16.04.2018 04:30 - 16.04.2018 04:45","n/e","n/e"
"16.04.2018 04:45 - 16.04.2018 05:00","n/e","n/e"
"16.04.2018 05:00 - 16.04.2018 05:15","n/e","n/e"
"16.04.2018 05:15 - 16.04.2018 05:30","n/e","n/e"
"16.04.2018 05:30 - 16.04.2018 05:45","n/e","n/e"
"16.04.2018 05:45 - 16.04.2018 06:00","n/e","n/e"
"16.04.2018 06:00 - 16.04.2018 06:15","n/e","n/e"
"16.04.2018 06:15 - 16.04.2018 06:30","n/e","n/e"
"16.04.2018 06:30 - 16.04.2018 06:45","n/e","n/e"
"16.04.2018 06:45 - 16.04.2018 07:00","n/e","n/e"
"16.04.2018 07:00 - 16.04.2018 07:15","n/e","n/e"
"16.04.2018 07:15 - 16.04.2018 07:30","n/e","n/e"
"16.04.2018 07:30 - 16.04.2018 07:45","n/e","n/e"
"16.04.2018 07:45 - 16.04.2018 08:00","n/e","n/e"
"16.04.2018 08:00 - 16.04.2018 08:15","n/e","n/e"
"16.04.2018 08:15 - 16.04.2018 08:30","n/e","n/e"
"16.04.2018 08:30 - 16.04.2018 08:45","n/e","n/e"
"16.04.2018 08:45 - 16.04.2018 09:00","n/e","n/e"
"16.04.2018 09:00 - 16.04.2018 09:15","n/e","n/e"
"16.04.2018 09:15 - 16.04.2018 09:30","n/e","n/e"
"16.04.2018 09:30 - 16.04.2018 09:45","n/e","n/e"
"16.04.2018 09:45 - 16.04.2018 10:00","n/e","n/e"
"16.04.2018 10:00 - 16.04.2018 10:15","n/e","n/e"
"16.04.2018 10:15 - 16.04.2018 10:30","n/e","n/e"
"16.04.2018 10:30 - 16.04.2018 10:45","n/e","n/e"
"16.04.2018 10:45 - 16.04.2018 11:00","n/e","n/e"
"16.04.2018 11:00 - 16.04.2018 11:15","n/e","n/e"
"16.04.2018 11:15 - 16.04.2018 11:30","n/e","n/e"
"16.04.2018 11:30 - 16.04.2018 11:45","n/e","n/e"
"16.04.2018 11:45 - 16.04.2018 12:00","n/e","n/e"
"16.04.2018 12:00 - 16.04.2018 12:15","n/e","n/e"
"16.04.2018 12:15 - 16.04.2018 12:30","n/e","n/e"
"16.04.2018 12:30 - 16.04.2018 12:45","n/e","n/e"
"16.04.2018 12:45 - 16.04.2018 13:00","n/e","n/e"
"16.04.2018 13:00 - 16.04.2018 13:15","n/e","n/e"
"16.04.2018 13:15 - 16.04.2018 13:30","n/e","n/e"
"16.04.2018 13:30 - 16.04.2018 13:45","n/e","n/e"
"16.04.2018 13:45 - 16.04.2018 14:00","n/e","n/e"
"16.04.2018 14:00 - 16.04.2018 14:15","n/e","n/e"
"16.04.2018 14:15 - 16.04.2018 14:30","n/e","n/e"
"16.04.2018 14:30 - 16.04.2018 14:45","n/e","n/e"
"16.04.2018 14:45 - 16.04.2018 15:00","n/e","n/e"
"16.04.2018 15:00 - 16.04.2018 15:15","n/e","n/e"
"16.04.2018 15:15 - 16.04.2018 15:30","n/e","n/e"
"16.04.2018 15:30 - 16.04.2018 15:45","n/e","n/e"
"16.04.2018 15:45 - 16.04.2018 16:00","n/e","n/e"
"16.04.2018 16:00 - 16.04.2018 16:15","n/e","n/e"
"16.04.2018 16:15 - 16.04.2018 16:30","n/e","n/e"
"16.04.2018 16:30 - 16.04.2018 16:45","n/e","n/e"
"16.04.2018 16:45 - 16.04.2018 17:00","n/e","n/e"
"16.04.2018 17:00 - 16.04.2018 17:15","n/e","n/e"
"16.04.2018 17:15 - 16.04.2018 17:30","n/e","n/e"
"16.04.2018 17:30 - 16.04.2018 17:45","n/e","n/e"
"16.04.2018 17:45 - 16.04.2018 18:00","n/e","n/e"
"16.04.2018 18:00 - 16.04.2018 18:15","n/e","n/e"
"16.04.2018 18:15 - 16.04.2018 18:30","n/e","n/e"
"16.04.2018 18:30 - 16.04.2018 18:45","n/e","n/e"
"16.04.2018 18:45 - 16.04.2018 19:00","n/e","n/e"
"16.04.2018 19:00 - 16.04.2018 19:15","n/e","n/e"
